switch,arsenic,dist,assoc,educ,dist100,edu0,edu1,edu2,edu3,logarsenic,assoc_half,powarsenic,asSquare,asthird
0,2.85,21.9650001525879,0,0,0.219650001525879,1,0,0,0,1.04731899428056,0.0,1.68819430161341,1.09687707578084,1.14878019585619
0,0.81,91.0070037841797,0,0,0.910070037841797,1,0,0,0,-0.210721031315653,0.0,0.9,0.0444033530387322,-0.0093567203461946
1,2.85,26.5130004882813,1,8,0.265130004882813,0,0,1,0,1.04731899428056,0.5,1.68819430161341,1.09687707578084,1.14878019585619
1,2.18,23.3239994049072,0,3,0.233239994049072,0,1,0,0,0.779324876800998,0.0,1.47648230602334,0.60734726360089,0.473320831381187
1,4.23,31.5919990539551,0,5,0.315919990539551,0,1,0,0,1.44220199305819,0.0,2.05669638012031,2.07994658878101,2.99970311579454
1,1.92,31.3239994049072,1,0,0.313239994049072,1,0,0,0,0.65232518603969,0.5,1.3856406460551,0.425528148341716,0.277582728532135
1,1.63,38.8489990234375,0,8,0.388489990234375,0,0,1,0,0.488580014818671,0.0,1.27671453348037,0.238710430880213,0.116629145856826
1,5.45,9.12600040435791,1,0,0.0912600040435791,1,0,0,0,1.69561560867515,0.5,2.33452350598575,2.87511229238281,4.87508527965809
0,1.57,19.3819999694824,0,8,0.193819999694824,0,0,1,0,0.451075619360217,0.0,1.25299640861417,0.203469214381203,0.0917800018977379
1,1.94,12.4610004425049,0,8,0.124610004425049,0,0,1,0,0.662687973075237,0.0,1.39283882771841,0.439155349658566,0.291022968530382
1,1.58,14.9370002746582,0,0,0.149370002746582,1,0,0,0,0.457424847038875,0.0,1.25698050899765,0.209237490688539,0.0957104271730029
1,0.67,13.2189998626709,1,5,0.132189998626709,0,1,0,0,-0.400477566597125,0.5,0.818535277187245,0.160382281347555,-0.0642295057593643
1,1.4,6.82999992370605,0,5,0.0682999992370605,0,1,0,0,0.336472236621213,0.0,1.18321595661992,0.113213566016881,0.0380932217735635
0,1.18,30.4060001373291,1,3,0.304060001373291,0,1,0,0,0.165514438477573,0.5,1.08627804912002,0.0273950293445464,0.0045342728990392
0,0.77,18.5510005950928,1,5,0.185510005950928,0,1,0,0,-0.261364764134408,0.5,0.877496438739212,0.0683115399310345,-0.017854229521733
0,0.77,24.8290004730225,0,0,0.248290004730225,1,0,0,0,-0.261364764134408,0.0,0.877496438739212,0.0683115399310345,-0.017854229521733
1,1.44,28.6709995269775,0,12,0.286709995269775,0,0,0,1,0.364643113587909,0.0,1.2,0.132964600287085,0.0484846258456544
0,0.77,20.871000289917,1,5,0.20871000289917,0,1,0,0,-0.261364764134408,0.5,0.877496438739212,0.0683115399310345,-0.017854229521733
1,0.77,20.1200008392334,1,0,0.201200008392334,1,0,0,0,-0.261364764134408,0.5,0.877496438739212,0.0683115399310345,-0.017854229521733
0,0.73,13.4940004348755,1,5,0.134940004348755,0,1,0,0,-0.3147107448397,0.5,0.854400374531753,0.0990428529175589,-0.0311698500127338
1,1.9,19.1919994354248,0,0,0.191919994354248,1,0,0,0,0.641853886172395,0.0,1.37840487520902,0.411976411194605,0.264428660536614
0,0.72,28.6459999084473,0,8,0.286459999084473,0,0,1,0,-0.328504066972036,0.0,0.848528137423857,0.107914922017168,-0.0354504907696098
0,0.88,16.1660003662109,0,0,0.161660003662109,1,0,0,0,-0.127833371509885,0.0,0.938083151964686,0.0163413708715843,-0.002088972533608
0,1.04,27.42799949646,0,5,0.2742799949646,0,1,0,0,0.0392207131532813,0.0,1.01980390271856,0.0015382643402519,6.03318244429443e-05
0,1.21,15.83899974823,1,0,0.1583899974823,1,0,0,0,0.19062035960865,0.5,1.1,0.0363361214973309,0.0069264045466048
1,1.44,14.4180002212524,1,5,0.144180002212524,0,1,0,0,0.364643113587909,0.5,1.2,0.132964600287085,0.0484846258456544
0,0.64,29.2779998779297,1,14,0.292779998779297,0,0,0,1,-0.446287102628419,0.5,0.8,0.199172177972469,-0.0888879742315253
0,0.8,43.9440002441406,1,14,0.439440002441406,0,0,0,1,-0.22314355131421,0.5,0.894427190999916,0.0497930444931173,-0.0111109967789407
1,1.93,20.2299995422363,0,0,0.202299995422363,1,0,0,0,0.657520002916794,0.0,1.38924439894498,0.432332554235701,0.284267302322083
0,0.56,50.0919990539551,0,5,0.500919990539551,0,1,0,0,-0.579818495252942,0.0,0.748331477354788,0.336189487437386,-0.194928882725803
0,1.32,66.879997253418,0,5,0.66879997253418,0,1,0,0,0.27763173659828,0.0,1.14891252930761,0.0770793811665765,0.0213996824491974
0,0.52,69.4820022583008,0,3,0.694820022583008,0,1,0,0,-0.653926467406664,0.0,0.721110255092798,0.427619824774959,-0.279631921408145
0,1.19,48.7080001831055,1,5,0.487080001831055,0,1,0,0,0.173953307123438,0.5,1.09087121146357,0.0302597530591811,0.0052637841173831
0,1.18,22.6359996795654,1,12,0.226359996795654,0,0,0,1,0.165514438477573,0.5,1.08627804912002,0.0273950293445464,0.0045342728990392
0,1.26,10.1230001449585,0,5,0.101230001449585,0,1,0,0,0.231111720963387,0.0,1.12249721603218,0.0534126275666583,0.0123442842781068
0,0.88,42.8279991149902,0,8,0.428279991149902,0,0,1,0,-0.127833371509885,0.0,0.938083151964686,0.0163413708715843,-0.002088972533608
0,3.16,21.0890007019043,0,5,0.210890007019043,0,1,0,0,1.15057202759882,0.0,1.77763888346312,1.32381599069286,1.52314564857923
0,2.12,47.5340003967285,0,5,0.475340003967285,0,1,0,0,0.751416088683921,0.0,1.4560219778561,0.564626138333043,0.424269164434921
1,0.76,15.7119998931885,0,5,0.157119998931885,0,1,0,0,-0.27443684570176,0.0,0.871779788708135,0.0753155822787318,-0.0206693708327665
0,0.56,12.1850004196167,0,5,0.121850004196167,0,1,0,0,-0.579818495252942,0.0,0.748331477354788,0.336189487437386,-0.194928882725803
0,0.62,23.5590000152588,0,0,0.235590000152588,1,0,0,0,-0.478035800943,0.0,0.787400787401181,0.228518226983215,-0.109239893665996
1,1.03,1.84800004959106,0,5,0.0184800004959106,0,1,0,0,0.0295588022415444,0.0,1.01488915650922,0.0008737227899547,2.58261991622024e-05
0,0.78,90.9209976196289,0,5,0.909209976196289,0,1,0,0,-0.2484613592985,0.0,0.883176086632785,0.0617330470644581,-0.0153382767872735
0,1.02,93.8280029296875,1,5,0.938280029296875,0,1,0,0,0.0198026272961797,0.5,1.00995049383621,0.0003921440478314,7.76548242562054e-06
0,0.65,82.1060028076172,1,9,0.821060028076172,0,0,1,0,-0.430782916092454,0.5,0.806225774829855,0.185573920797118,-0.0799420747516928
1,2.29,46.9560012817383,1,3,0.469560012817383,0,1,0,0,0.828551817566148,0.5,1.51327459504216,0.686498114392168,0.568799260435364
1,1.6,24.2099990844727,1,4,0.242099990844727,0,1,0,0,0.470003629245736,0.5,1.26491106406735,0.220903411504163,0.103825405119721
1,0.82,43.2900009155273,0,5,0.432900009155273,0,1,0,0,-0.198450938723838,0.0,0.905538513813742,0.0393827750803726,-0.0078155486842497
1,1.44,25.1469993591309,0,10,0.251469993591309,0,0,1,0,0.364643113587909,0.0,1.2,0.132964600287085,0.0484846258456544
1,0.97,14.6040000915527,0,0,0.146040000915527,1,0,0,0,-0.0304592074847086,0.0,0.98488578017961,0.0009277633205965,-2.82589354787518e-05
0,0.89,1.40100002288818,0,8,0.0140100002288818,0,0,1,0,-0.116533816255952,0.0,0.94339811320566,0.0135801303311759,-0.0015825444127451
1,1.39,8.21000003814697,0,12,0.0821000003814697,0,0,0,1,0.3293037471426,0.0,1.17898261225516,0.108440957882158,0.0357100137743274
1,0.83,18.8680000305176,0,0,0.188680000305176,1,0,0,0,-0.186329578191493,0.0,0.91104335791443,0.0347187117090199,-0.0064691229080937
1,0.57,23.4009990692139,0,0,0.234009990692139,1,0,0,0,-0.562118918153541,0.0,0.754983443527075,0.315977678146108,-0.177617030600158
1,1.47,18.5319995880127,1,9,0.185319995880127,0,0,1,0,0.385262400790645,0.5,1.21243556529821,0.148427117462971,0.0571833876162195
1,1.11,36.2869987487793,0,10,0.362869987487793,0,0,1,0,0.104360015324243,0.0,1.05356537528527,0.0108910127984762,0.0011365862625455
1,2.38,40.4980010986328,0,12,0.404980010986328,0,0,0,1,0.867100487683383,0.0,1.54272486205415,0.751863255740761,0.65194099572403
0,3.97,90.5709991455078,0,0,0.905709991455078,1,0,0,0,1.3787660946991,0.0,1.99248588451713,1.90099594389181,2.62102875359853
1,3.51,115.157997131348,1,3,1.15157997131348,0,1,0,0,1.25561603747777,0.5,1.87349939951952,1.57657163357139,1.97956862734477
0,3.69,112.762001037598,1,0,1.12762001037598,1,0,0,0,1.30562645805244,0.5,1.92093727122985,1.70466044796655,2.22564978286064
1,2.95,93.4309997558594,1,0,0.934309997558594,1,0,0,0,1.08180517035173,0.5,1.71755640373177,1.17030242659973,1.26603921597076
0,3.21,97.2170028686523,0,0,0.972170028686523,1,0,0,0,1.16627093714192,0.0,1.79164728671689,1.3601878988219,1.58634761544813
1,3.65,88.3450012207031,1,0,0.883450012207031,1,0,0,0,1.2947271675944,0.5,1.91049731745428,1.67631843850702,2.17037502387446
1,4.42,41.1040000915527,1,5,0.411040000915527,0,1,0,0,1.48613969608961,0.5,2.10237960416286,2.20861119629331,3.28230477203944
1,4.12,46.2400016784668,0,3,0.462400016784668,0,1,0,0,1.41585316336144,0.0,2.02977831301844,2.00464018020058,2.83827614053843
1,3.62,65.3539962768555,1,3,0.653539962768555,0,1,0,0,1.28647402583768,0.5,1.90262975904404,1.65501541915501,2.12913434910378
1,3.8,43.7350006103516,1,2,0.437350006103516,0,1,0,0,1.33500106673234,0.5,1.94935886896179,1.78222784817649,2.37927607847569
1,4.46,61.5709991455078,0,5,0.615709991455078,0,1,0,0,1.49514876603197,0.0,2.11187120819429,2.23546983256693,3.34235996166415
1,4.04,78.4150009155273,1,0,0.784150009155273,1,0,0,0,1.39624469197306,0.5,2.00997512422418,1.94949923986294,2.72197796566414
1,3.32,63.5019989013672,0,5,0.635019989013672,0,1,0,0,1.1999647829284,0.0,1.82208671582886,1.4399154802684,1.7278478667155
0,2.07,69.2689971923828,1,5,0.692689971923828,0,1,0,0,0.727548607277278,0.5,1.43874945699382,0.529326975951106,0.38511110414752
1,1.43,57.9290008544922,1,6,0.579290008544922,0,0,1,0,0.357674444271816,0.5,1.19582607431014,0.127931008085152,0.04575765222199
1,2.3,85.3870010375977,0,5,0.853870010375977,0,1,0,0,0.832909122935104,0.0,1.51657508881031,0.693737607068524,0.577820381850542
1,1.41,110.609001159668,0,5,1.10609001159668,0,1,0,0,0.343589704390077,0.0,1.18743420870379,0.11805388496286,0.0405620994364893
1,2.34,111.48999786377,1,0,1.1148999786377,1,0,0,0,0.85015092936961,0.5,1.52970585407784,0.722756602708012,0.614452197500238
1,1.5,176.197006225586,0,0,1.76197006225586,1,0,0,0,0.405465108108164,0.0,1.22474487139159,0.164401953893165,0.0666592560084858
0,1.44,172.108001708984,0,0,1.72108001708984,1,0,0,0,0.364643113587909,0.0,1.2,0.132964600287085,0.0484846258456544
0,1.54,177.802993774414,0,0,1.77802993774414,1,0,0,0,0.431782416425538,0.0,1.24096736459909,0.186436055134277,0.0804998103947227
1,1.35,22.6709995269775,1,0,0.226709995269775,1,0,0,0,0.300104592450338,0.5,1.16189500386223,0.0900627664097836,0.0270282498083581
1,0.54,27.8810005187988,1,5,0.278810005187988,0,1,0,0,-0.616186139423817,0.5,0.734846922834953,0.379685358418028,-0.233956855199353
1,1.17,19.2600002288818,0,8,0.192600002288818,0,0,1,0,0.157003748809665,0.0,1.0816653826392,0.0246501771402883,0.0038701702198475
0,1.02,24.5,0,0,0.245,1,0,0,0,0.0198026272961797,0.0,1.00995049383621,0.0003921440478314,7.76548242562054e-06
1,1.11,6.63299989700317,0,5,0.0663299989700317,0,1,0,0,0.104360015324243,0.0,1.05356537528527,0.0108910127984762,0.0011365862625455
0,0.52,7.04099988937378,0,10,0.0704099988937378,0,0,1,0,-0.653926467406664,0.0,0.721110255092798,0.427619824774959,-0.279631921408145
0,0.56,30.3139991760254,1,8,0.303139991760254,0,0,1,0,-0.579818495252942,0.5,0.748331477354788,0.336189487437386,-0.194928882725803
1,0.61,21.9790000915527,1,0,0.219790000915527,1,0,0,0,-0.49429632181478,0.5,0.781024967590665,0.244328853759621,-0.120770853726602
1,2.17,10.4580001831055,1,5,0.104580001831055,0,1,0,0,0.774727167552368,0.5,1.47309198626562,0.600202184143715,0.464992938080405
0,0.61,74.9990005493164,0,5,0.749990005493164,0,1,0,0,-0.49429632181478,0.0,0.781024967590665,0.244328853759621,-0.120770853726602
1,0.96,81.9710006713867,1,3,0.819710006713867,0,1,0,0,-0.0408219945202552,0.5,0.979795897113271,0.0016664352366117,-6.80272100973247e-05
1,0.94,92.1760025024414,1,5,0.921760025024414,0,1,0,0,-0.0618754037180875,0.5,0.969535971483266,0.0038285655852763,-0.0002368940412501
1,0.93,106.608001708984,1,3,1.06608001708984,0,1,0,0,-0.0725706928348354,0.5,0.964365076099296,0.005266505458528,-0.0003821939499438
0,1.02,103.060997009277,1,4,1.03060997009277,0,1,0,0,0.0198026272961797,0.5,1.00995049383621,0.0003921440478314,7.76548242562054e-06
0,1.24,86.6050033569336,0,0,0.866050033569336,1,0,0,0,0.215111379616945,0.0,1.113552872566,0.0462729056407056,0.0099538285712569
0,1.42,110.561996459961,0,5,1.10561996459961,0,1,0,0,0.350656871613169,0.0,1.1916375287813,0.122960241609535,0.0431168536555989
0,1.31,122.325996398926,0,5,1.22325996398926,0,1,0,0,0.27002713721306,0.0,1.14455231422596,0.0729146548314809,0.0196889355050232
0,0.83,122.018997192383,0,0,1.22018997192383,1,0,0,0,-0.186329578191493,0.0,0.91104335791443,0.0347187117090199,-0.0064691229080937
0,2.64,57.632999420166,1,2,0.57632999420166,0,1,0,0,0.970778917158225,0.5,1.62480768092719,0.942411705998896,0.914873415466843
0,1.84,39.5960006713867,0,5,0.395960006713867,0,1,0,0,0.609765571620894,0.0,1.35646599662505,0.371814052334156,0.226719408158218
0,2.48,39.515998840332,0,0,0.39515998840332,1,0,0,0,0.908258560176891,0.0,1.57480157480236,0.824933612134599,0.749253014798892
0,1.27,21.5550003051758,0,10,0.215550003051758,0,0,1,0,0.2390169004705,0.0,1.12694276695846,0.0571290787105249,0.0136548153201249
0,0.69,51.7480010986328,0,0,0.517480010986328,1,0,0,0,-0.371063681390832,0.0,0.830662386291807,0.137688255647317,-0.0510911110247754
1,0.61,13.5209999084473,1,5,0.135209999084473,0,1,0,0,-0.49429632181478,0.5,0.781024967590665,0.244328853759621,-0.120770853726602
0,0.89,31.4540004730225,0,5,0.314540004730225,0,1,0,0,-0.116533816255952,0.0,0.94339811320566,0.0135801303311759,-0.0015825444127451
1,0.75,89.4309997558594,0,5,0.894309997558594,0,1,0,0,-0.287682072451781,0.0,0.866025403784439,0.0827609748101517,-0.0238088487515141
0,0.81,19.2639999389648,1,0,0.192639999389648,1,0,0,0,-0.210721031315653,0.5,0.9,0.0444033530387322,-0.0093567203461946
0,1.81,53.3629989624023,1,9,0.533629989624023,0,0,1,0,0.593326845277734,0.5,1.34536240470737,0.352036745327229,0.208872851526846
0,1.25,30.128999710083,1,0,0.30128999710083,1,0,0,0,0.22314355131421,0.5,1.11803398874989,0.0497930444931174,0.0111109967789407
1,1.12,27.136999130249,1,9,0.27136999130249,0,0,1,0,0.113328685307003,0.5,1.05830052442584,0.0128433909134138,0.0014555246071011
1,0.71,28.7119998931885,1,0,0.287119998931885,1,0,0,0,-0.342490308946776,0.5,0.842614977317636,0.117299611722458,-0.0401739802581615
1,2.16,20.6399993896484,1,0,0.206399993896484,1,0,0,0,0.770108221696074,0.5,1.46969384566991,0.593066673123889,0.456725520986645
1,1.7,36.75,0,5,0.3675,0,1,0,0,0.53062825106217,0.0,1.30384048104053,0.281566340825298,0.149407054990103
1,1.84,49.6800003051758,0,5,0.496800003051758,0,1,0,0,0.609765571620894,0.0,1.35646599662505,0.371814052334156,0.226719408158218
0,1.26,102.710998535156,1,0,1.02710998535156,1,0,0,0,0.231111720963387,0.5,1.12249721603218,0.0534126275666583,0.0123442842781068
0,2.53,108.615997314453,1,0,1.08615997314453,1,0,0,0,0.928219302739429,0.5,1.59059737205869,0.861591073978071,0.799745465934441
0,2.95,96.4359970092773,0,0,0.964359970092773,1,0,0,0,1.08180517035173,0.0,1.71755640373177,1.17030242659973,1.26603921597076
0,0.62,100.861000061035,0,0,1.00861000061035,1,0,0,0,-0.478035800943,0.0,0.787400787401181,0.228518226983215,-0.109239893665996
1,3.01,137.899993896484,0,10,1.37899993896484,0,0,1,0,1.10194007876078,0.0,1.73493515728975,1.21427193717932,1.33805491409239
0,2.56,124.670997619629,1,5,1.24670997619629,0,1,0,0,0.940007258491471,0.5,1.6,0.883613646016651,0.830603240957766
1,1.97,151.065994262695,0,10,1.51065994262695,0,0,1,0,0.678033542749897,0.0,1.40356688476182,0.459729485093977,0.311712011484855
0,1.2,121.575996398926,1,5,1.21575996398926,0,1,0,0,0.182321556793955,0.5,1.09544511501033,0.0332411500717712,0.0060605782307068
0,0.89,32.8499984741211,0,0,0.328499984741211,1,0,0,0,-0.116533816255952,0.0,0.94339811320566,0.0135801303311759,-0.0015825444127451
0,0.52,8.54699993133545,0,10,0.0854699993133545,0,0,1,0,-0.653926467406664,0.0,0.721110255092798,0.427619824774959,-0.279631921408145
1,2.49,27.9740009307861,0,4,0.279740009307861,0,1,0,0,0.912282710476616,0.0,1.57797338380595,0.832259743834562,0.759256174925968
1,1.25,29.4580001831055,0,0,0.294580001831055,1,0,0,0,0.22314355131421,0.0,1.11803398874989,0.0497930444931174,0.0111109967789407
0,1.13,19.6599998474121,1,5,0.196599998474121,0,1,0,0,0.122217632724249,0.5,1.06301458127346,0.0149371497487194,0.0018255830819361
