,idcase,alt_id,choice,depvar,income,agehed,rooms,region,installation_costs,operating_costs
148,30,4,0,gc,7,55,7,ncostl,941.41,436.33
149,30,5,0,gc,7,55,7,ncostl,1159.4,212.74
150,31,1,1,gc,4,50,2,scostl,677.05,197.23
151,31,2,0,gc,4,50,2,scostl,918.54,156.81
152,31,3,0,gc,4,50,2,scostl,838.01,519.27
153,31,4,0,gc,4,50,2,scostl,1144.4,496.69
154,31,5,0,gc,4,50,2,scostl,988.94,239.64
155,32,1,0,gr,5,45,7,ncostl,665.07,150.21
156,32,2,1,gr,5,45,7,ncostl,876.29,146.17
157,32,3,0,gr,5,45,7,ncostl,671.78,422.32
158,32,4,0,gr,5,45,7,ncostl,976.01,412.46
159,32,5,0,gr,5,45,7,ncostl,723.81,214.03
160,33,1,0,gr,3,65,4,mountn,974.53,186.48
161,33,2,1,gr,3,65,4,mountn,1264.3,194.23
162,33,3,0,gr,3,65,4,mountn,1030.3,600.58
163,33,4,0,gr,3,65,4,mountn,1153.2,550.22
164,33,5,0,gr,3,65,4,mountn,1271.9,248.47
165,34,1,1,gc,5,60,5,scostl,714.53,201.48
166,34,2,0,gc,5,60,5,scostl,956.83,170.79
167,34,3,0,gc,5,60,5,scostl,785.95,535.48
168,34,4,0,gc,5,60,5,scostl,963.54,472.71
169,34,5,0,gc,5,60,5,scostl,1091.7,235.78
170,35,1,1,gc,6,60,4,scostl,530.05,157.24
171,35,2,0,gc,6,60,4,scostl,757.67,130.44
172,35,3,0,gc,6,60,4,scostl,689.1,419.6
173,35,4,0,gc,6,60,4,scostl,876.97,365.16
174,35,5,0,gc,6,60,4,scostl,822.9,149.2
175,36,1,1,gc,4,35,3,scostl,687.34,165.15
176,36,2,0,gc,4,35,3,scostl,776.77,151.81
177,36,3,0,gc,4,35,3,scostl,918.92,472.24
178,36,4,0,gc,4,35,3,scostl,897.8,421.59
179,36,5,0,gc,4,35,3,scostl,898.21,162.02
180,37,1,0,gr,7,30,5,mountn,635.2,148.94
181,37,2,1,gr,7,30,5,mountn,825.44,129.25
182,37,3,0,gr,7,30,5,mountn,618.3,447.7
183,37,4,0,gr,7,30,5,mountn,819.38,342.36
184,37,5,0,gr,7,30,5,mountn,942.03,166.67
185,38,1,1,gc,2,60,2,scostl,651.67,171.33
186,38,2,0,gc,2,60,2,scostl,847.01,158.73
187,38,3,0,gc,2,60,2,scostl,891.58,493.19
188,38,4,0,gc,2,60,2,scostl,1070.1,436.25
189,38,5,0,gc,2,60,2,scostl,1087.4,234.78
190,39,1,1,gc,6,45,2,valley,685.47,171.5
191,39,2,0,gc,6,45,2,valley,912.23,145.07
192,39,3,0,gc,6,45,2,valley,899.0,415.94
193,39,4,0,gc,6,45,2,valley,1060.2,473.65
194,39,5,0,gc,6,45,2,valley,1109.5,233.63
195,40,1,0,er,2,65,4,scostl,790.89,185.91
196,40,2,0,er,2,65,4,scostl,1046.4,166.15
197,40,3,0,er,2,65,4,scostl,776.67,491.1
198,40,4,1,er,2,65,4,scostl,1054.0,432.58
199,40,5,0,er,2,65,4,scostl,1234.6,206.5
200,41,1,1,gc,7,50,5,scostl,785.89,180.3
201,41,2,0,gc,7,50,5,scostl,1008.6,143.57
202,41,3,0,gc,7,50,5,scostl,788.79,527.18
203,41,4,0,gc,7,50,5,scostl,833.05,400.46
204,41,5,0,gc,7,50,5,scostl,752.91,247.12
205,42,1,0,gr,2,55,2,mountn,943.98,237.11
206,42,2,1,gr,2,55,2,mountn,1086.5,170.95
207,42,3,0,gr,2,55,2,mountn,891.47,590.57
208,42,4,0,gr,2,55,2,mountn,1148.3,580.73
209,42,5,0,gr,2,55,2,mountn,1401.2,254.61
210,43,1,1,gc,4,45,2,ncostl,579.96,152.09
211,43,2,0,gc,4,45,2,ncostl,834.61,149.71
212,43,3,0,gc,4,45,2,ncostl,828.73,432.42
213,43,4,0,gc,4,45,2,ncostl,938.83,399.79
214,43,5,0,gc,4,45,2,ncostl,1025.7,189.1
215,44,1,1,gc,5,30,5,scostl,858.84,188.06
216,44,2,0,gc,5,30,5,scostl,937.65,159.64
217,44,3,0,gc,5,30,5,scostl,874.67,434.61
218,44,4,0,gc,5,30,5,scostl,966.34,438.07
219,44,5,0,gc,5,30,5,scostl,1138.1,230.64
220,45,1,1,gc,7,45,4,valley,689.48,149.06
221,45,2,0,gc,7,45,4,valley,961.55,156.24
222,45,3,0,gc,7,45,4,valley,796.43,455.08
223,45,4,0,gc,7,45,4,valley,1054.4,409.72
224,45,5,0,gc,7,45,4,valley,976.77,196.88
225,46,1,1,gc,6,55,5,scostl,937.94,183.58
226,46,2,0,gc,6,55,5,scostl,962.07,162.36
227,46,3,0,gc,6,55,5,scostl,938.58,486.87
228,46,4,0,gc,6,55,5,scostl,1098.1,466.19
229,46,5,0,gc,6,55,5,scostl,1124.5,232.35
230,47,1,0,er,4,50,4,ncostl,549.58,155.71
231,47,2,0,er,4,50,4,ncostl,761.69,120.48
232,47,3,0,er,4,50,4,ncostl,588.55,386.33
233,47,4,1,er,4,50,4,ncostl,810.51,296.41
234,47,5,0,er,4,50,4,ncostl,728.21,120.97
235,48,1,1,gc,6,35,3,ncostl,806.58,201.69
236,48,2,0,gc,6,35,3,ncostl,1116.2,168.69
237,48,3,0,gc,6,35,3,ncostl,825.11,471.27
238,48,4,0,gc,6,35,3,ncostl,1143.9,465.6
239,48,5,0,gc,6,35,3,ncostl,1209.9,229.5
240,49,1,1,gc,7,55,3,scostl,773.16,204.12
241,49,2,0,gc,7,55,3,scostl,1016.4,187.77
242,49,3,0,gc,7,55,3,scostl,828.27,546.9
243,49,4,0,gc,7,55,3,scostl,929.43,485.04
244,49,5,0,gc,7,55,3,scostl,1249.9,210.02
245,50,1,1,gc,5,25,2,valley,814.5,189.52
246,50,2,0,gc,5,25,2,valley,935.43,180.21
247,50,3,0,gc,5,25,2,valley,733.4,470.23
248,50,4,0,gc,5,25,2,valley,1012.7,511.62
249,50,5,0,gc,5,25,2,valley,990.96,228.67
250,51,1,1,gc,5,20,7,ncostl,785.99,151.78
251,51,2,0,gc,5,20,7,ncostl,940.63,155.84
252,51,3,0,gc,5,20,7,ncostl,754.26,417.82
253,51,4,0,gc,5,20,7,ncostl,994.12,431.46
254,51,5,0,gc,5,20,7,ncostl,943.08,212.79
255,52,1,1,gc,2,30,3,scostl,955.85,195.4
256,52,2,0,gc,2,30,3,scostl,944.77,163.78
257,52,3,0,gc,2,30,3,scostl,836.85,519.74
258,52,4,0,gc,2,30,3,scostl,1026.5,372.3
259,52,5,0,gc,2,30,3,scostl,979.49,226.16
260,53,1,1,gc,6,30,6,scostl,879.47,203.06
261,53,2,0,gc,6,30,6,scostl,1208.5,189.06
262,53,3,0,gc,6,30,6,scostl,963.76,559.93
263,53,4,0,gc,6,30,6,scostl,1278.3,566.55
264,53,5,0,gc,6,30,6,scostl,1188.8,253.22
265,54,1,1,gc,6,45,7,mountn,793.47,163.62
266,54,2,0,gc,6,45,7,mountn,859.34,160.47
267,54,3,0,gc,6,45,7,mountn,751.67,549.81
268,54,4,0,gc,6,45,7,mountn,906.09,351.46
269,54,5,0,gc,6,45,7,mountn,923.25,194.17
270,55,1,0,hp,5,25,3,valley,793.14,184.05
271,55,2,0,hp,5,25,3,valley,961.0,170.22
272,55,3,0,hp,5,25,3,valley,1021.7,539.79
273,55,4,0,hp,5,25,3,valley,1162.7,487.35
274,55,5,1,hp,5,25,3,valley,1203.3,249.01
275,56,1,0,gr,6,50,3,mountn,708.19,142.82
276,56,2,1,gr,6,50,3,mountn,774.01,139.45
277,56,3,0,gr,6,50,3,mountn,843.18,439.7
278,56,4,0,gr,6,50,3,mountn,884.68,376.64
279,56,5,0,gr,6,50,3,mountn,1106.2,169.36
280,57,1,1,gc,6,30,6,valley,620.45,166.47
281,57,2,0,gc,6,30,6,valley,737.17,145.17
282,57,3,0,gc,6,30,6,valley,625.26,416.16
283,57,4,0,gc,6,30,6,valley,736.03,366.49
284,57,5,0,gc,6,30,6,valley,1119.4,225.75
285,58,1,0,hp,3,25,4,scostl,1029.1,232.62
286,58,2,0,hp,3,25,4,scostl,1292.0,191.89
287,58,3,0,hp,3,25,4,scostl,970.49,594.04
288,58,4,0,hp,3,25,4,scostl,1330.1,594.01
289,58,5,1,hp,3,25,4,scostl,1265.4,289.06
290,59,1,1,gc,6,35,4,scostl,749.66,165.91
291,59,2,0,gc,6,35,4,scostl,869.27,145.12
292,59,3,0,gc,6,35,4,scostl,727.13,395.2
293,59,4,0,gc,6,35,4,scostl,878.61,399.87
294,59,5,0,gc,6,35,4,scostl,905.96,191.88
295,60,1,1,gc,6,45,4,scostl,736.2,177.04
296,60,2,0,gc,6,45,4,scostl,922.14,165.5
297,60,3,0,gc,6,45,4,scostl,762.51,437.1
298,60,4,0,gc,6,45,4,scostl,996.61,482.21
299,60,5,0,gc,6,45,4,scostl,1053.5,235.23
300,61,1,1,gc,7,20,2,scostl,680.33,154.82
301,61,2,0,gc,7,20,2,scostl,860.08,134.91
302,61,3,0,gc,7,20,2,scostl,747.32,458.55
303,61,4,0,gc,7,20,2,scostl,1130.9,340.95
304,61,5,0,gc,7,20,2,scostl,848.91,171.98
305,62,1,1,gc,7,25,2,ncostl,667.29,157.71
306,62,2,0,gc,7,25,2,ncostl,587.15,138.7
307,62,3,0,gc,7,25,2,ncostl,608.57,394.54
308,62,4,0,gc,7,25,2,ncostl,810.97,407.61
309,62,5,0,gc,7,25,2,ncostl,935.99,187.03
310,63,1,1,gc,5,20,6,ncostl,882.05,177.27
311,63,2,0,gc,5,20,6,ncostl,1076.1,164.38
312,63,3,0,gc,5,20,6,ncostl,937.96,555.18
313,63,4,0,gc,5,20,6,ncostl,1100.5,426.75
314,63,5,0,gc,5,20,6,ncostl,1113.6,226.88
315,64,1,1,gc,6,65,2,ncostl,787.53,186.34
316,64,2,0,gc,6,65,2,ncostl,1038.3,165.57
317,64,3,0,gc,6,65,2,ncostl,912.46,487.84
318,64,4,0,gc,6,65,2,ncostl,950.35,465.0
319,64,5,0,gc,6,65,2,ncostl,1167.5,223.02
320,65,1,0,gr,2,35,4,ncostl,859.79,192.97
321,65,2,1,gr,2,35,4,ncostl,1148.0,181.05
322,65,3,0,gr,2,35,4,ncostl,805.94,523.39
323,65,4,0,gr,2,35,4,ncostl,1304.0,462.51
324,65,5,0,gr,2,35,4,ncostl,1121.9,226.53
325,66,1,1,gc,2,30,5,valley,790.11,191.43
326,66,2,0,gc,2,30,5,valley,838.37,164.08
327,66,3,0,gc,2,30,5,valley,790.89,481.81
328,66,4,0,gc,2,30,5,valley,1115.9,421.19
329,66,5,0,gc,2,30,5,valley,1099.3,219.55
330,67,1,1,gc,5,35,5,valley,787.87,174.64
331,67,2,0,gc,5,35,5,valley,793.57,160.72
332,67,3,0,gc,5,35,5,valley,743.31,408.74
333,67,4,0,gc,5,35,5,valley,856.94,393.27
334,67,5,0,gc,5,35,5,valley,891.41,209.99
335,68,1,1,gc,2,50,7,scostl,623.39,150.24
336,68,2,0,gc,2,50,7,scostl,663.42,113.03
337,68,3,0,gc,2,50,7,scostl,702.5,394.83
338,68,4,0,gc,2,50,7,scostl,752.47,276.6
339,68,5,0,gc,2,50,7,scostl,906.87,161.34
340,69,1,0,gr,3,35,6,valley,905.25,235.92
341,69,2,1,gr,3,35,6,valley,1111.1,185.77
342,69,3,0,gr,3,35,6,valley,901.4,581.12
343,69,4,0,gr,3,35,6,valley,1197.4,511.4
344,69,5,0,gr,3,35,6,valley,1182.8,247.48
345,70,1,1,gc,4,60,6,ncostl,784.09,155.01
346,70,2,0,gc,4,60,6,ncostl,968.43,149.54
347,70,3,0,gc,4,60,6,ncostl,971.55,488.99
348,70,4,0,gc,4,60,6,ncostl,1043.9,444.21
349,70,5,0,gc,4,60,6,ncostl,1219.9,218.31
350,71,1,0,gr,3,55,2,scostl,677.8,106.55
351,71,2,1,gr,3,55,2,scostl,798.21,111.86
352,71,3,0,gr,3,55,2,scostl,612.24,381.86
353,71,4,0,gr,3,55,2,scostl,795.83,340.06
354,71,5,0,gr,3,55,2,scostl,911.19,168.31
355,72,1,1,gc,7,20,4,valley,787.07,207.62
356,72,2,0,gc,7,20,4,valley,916.5,148.84
357,72,3,0,gc,7,20,4,valley,780.07,483.15
358,72,4,0,gc,7,20,4,valley,946.68,408.11
359,72,5,0,gc,7,20,4,valley,1018.7,194.6
360,73,1,0,er,4,45,2,scostl,717.42,171.83
361,73,2,0,er,4,45,2,scostl,784.22,133.72
362,73,3,0,er,4,45,2,scostl,776.18,404.16
363,73,4,1,er,4,45,2,scostl,824.73,410.78
364,73,5,0,er,4,45,2,scostl,797.2,198.31
365,74,1,0,hp,5,65,3,ncostl,720.32,154.45
366,74,2,0,hp,5,65,3,ncostl,800.6,148.41
367,74,3,0,hp,5,65,3,ncostl,804.51,436.56
368,74,4,0,hp,5,65,3,ncostl,831.37,466.91
369,74,5,1,hp,5,65,3,ncostl,1000.6,233.45
370,75,1,0,er,3,30,5,ncostl,635.33,136.59
371,75,2,0,er,3,30,5,ncostl,739.0,104.56
372,75,3,0,er,3,30,5,ncostl,683.38,366.14
373,75,4,1,er,3,30,5,ncostl,865.94,344.24
374,75,5,0,er,3,30,5,ncostl,943.68,154.9
375,76,1,1,gc,2,60,3,ncostl,823.32,161.57
376,76,2,0,gc,2,60,3,ncostl,950.89,171.33
377,76,3,0,gc,2,60,3,ncostl,994.11,540.44
378,76,4,0,gc,2,60,3,ncostl,1081.8,412.44
379,76,5,0,gc,2,60,3,ncostl,1003.9,246.85
380,77,1,1,gc,6,40,7,scostl,803.38,144.71
381,77,2,0,gc,6,40,7,scostl,824.38,146.18
382,77,3,0,gc,6,40,7,scostl,696.87,390.06
383,77,4,0,gc,6,40,7,scostl,916.09,361.0
384,77,5,0,gc,6,40,7,scostl,915.55,210.77
385,78,1,1,gc,5,55,6,scostl,833.51,146.5
386,78,2,0,gc,5,55,6,scostl,821.15,150.42
387,78,3,0,gc,5,55,6,scostl,680.51,478.64
388,78,4,0,gc,5,55,6,scostl,1191.8,365.71
389,78,5,0,gc,5,55,6,scostl,1087.2,185.03
390,79,1,0,er,5,35,4,scostl,797.86,176.99
391,79,2,0,er,5,35,4,scostl,912.69,149.46
392,79,3,0,er,5,35,4,scostl,830.42,540.67
393,79,4,1,er,5,35,4,scostl,1059.3,350.14
394,79,5,0,er,5,35,4,scostl,1072.3,233.35
395,80,1,0,gr,2,45,2,ncostl,849.92,186.08
396,80,2,1,gr,2,45,2,ncostl,960.28,154.22
397,80,3,0,gr,2,45,2,ncostl,829.45,483.75
398,80,4,0,gr,2,45,2,ncostl,1159.6,419.31
399,80,5,0,gr,2,45,2,ncostl,1269.8,243.39
400,81,1,1,gc,4,65,3,ncostl,781.19,145.09
401,81,2,0,gc,4,65,3,ncostl,700.08,139.21
402,81,3,0,gc,4,65,3,ncostl,721.85,451.02
403,81,4,0,gc,4,65,3,ncostl,921.97,393.07
404,81,5,0,gc,4,65,3,ncostl,811.22,215.63
405,82,1,1,gc,6,45,4,valley,557.31,120.96
406,82,2,0,gc,6,45,4,valley,599.31,108.32
407,82,3,0,gc,6,45,4,valley,602.71,432.28
408,82,4,0,gc,6,45,4,valley,790.37,294.28
409,82,5,0,gc,6,45,4,valley,730.41,125.56
410,83,1,1,gc,2,25,6,scostl,716.35,174.14
411,83,2,0,gc,2,25,6,scostl,787.85,145.18
412,83,3,0,gc,2,25,6,scostl,845.69,471.2
413,83,4,0,gc,2,25,6,scostl,866.67,429.95
414,83,5,0,gc,2,25,6,scostl,992.42,172.24
415,84,1,0,hp,7,25,2,ncostl,836.62,194.54
416,84,2,0,hp,7,25,2,ncostl,843.15,160.7
417,84,3,0,hp,7,25,2,ncostl,798.54,490.3
418,84,4,0,hp,7,25,2,ncostl,948.05,474.72
419,84,5,1,hp,7,25,2,ncostl,1000.6,200.57
420,85,1,0,gr,2,55,5,ncostl,710.34,137.9
421,85,2,1,gr,2,55,5,ncostl,740.48,141.86
422,85,3,0,gr,2,55,5,ncostl,757.17,464.56
423,85,4,0,gr,2,55,5,ncostl,903.52,424.56
424,85,5,0,gr,2,55,5,ncostl,804.28,175.82
425,86,1,1,gc,5,20,4,scostl,804.94,174.56
426,86,2,0,gc,5,20,4,scostl,867.24,152.86
427,86,3,0,gc,5,20,4,scostl,800.49,491.37
428,86,4,0,gc,5,20,4,scostl,1051.1,447.05
429,86,5,0,gc,5,20,4,scostl,1160.1,246.3
430,87,1,1,gc,6,35,4,ncostl,780.72,183.72
431,87,2,0,gc,6,35,4,ncostl,837.99,173.93
432,87,3,0,gc,6,35,4,ncostl,890.49,442.27
433,87,4,0,gc,6,35,4,ncostl,923.99,387.07
434,87,5,0,gc,6,35,4,ncostl,1123.8,253.97
435,88,1,1,gc,5,65,3,scostl,659.43,143.17
436,88,2,0,gc,5,65,3,scostl,881.69,138.19
437,88,3,0,gc,5,65,3,scostl,850.44,413.78
438,88,4,0,gc,5,65,3,scostl,990.48,398.14
439,88,5,0,gc,5,65,3,scostl,1073.6,214.69
440,89,1,1,gc,6,20,2,ncostl,717.84,151.82
441,89,2,0,gc,6,20,2,ncostl,888.67,152.33
442,89,3,0,gc,6,20,2,ncostl,834.43,420.26
443,89,4,0,gc,6,20,2,ncostl,845.59,393.68
444,89,5,0,gc,6,20,2,ncostl,908.34,195.72
445,90,1,1,gc,7,40,4,scostl,505.93,125.04
446,90,2,0,gc,7,40,4,scostl,733.97,110.92
447,90,3,0,gc,7,40,4,scostl,573.53,411.4
448,90,4,0,gc,7,40,4,scostl,670.05,383.81
449,90,5,0,gc,7,40,4,scostl,949.44,158.38
450,91,1,0,hp,5,30,2,ncostl,666.2,144.44
451,91,2,0,hp,5,30,2,ncostl,765.25,144.31
452,91,3,0,hp,5,30,2,ncostl,689.92,499.32
453,91,4,0,hp,5,30,2,ncostl,964.66,395.14
454,91,5,1,hp,5,30,2,ncostl,1070.4,227.88
455,92,1,1,gc,6,50,7,ncostl,804.6,146.29
456,92,2,0,gc,6,50,7,ncostl,925.58,143.9
457,92,3,0,gc,6,50,7,ncostl,704.06,491.24
458,92,4,0,gc,6,50,7,ncostl,1131.4,461.14
459,92,5,0,gc,6,50,7,ncostl,1129.2,251.66
460,93,1,1,gc,6,30,7,scostl,673.69,144.01
461,93,2,0,gc,6,30,7,scostl,814.08,138.18
462,93,3,0,gc,6,30,7,scostl,692.2,496.55
463,93,4,0,gc,6,30,7,scostl,848.99,414.58
464,93,5,0,gc,6,30,7,scostl,902.39,174.22
465,94,1,0,gr,5,55,6,scostl,807.59,181.42
466,94,2,1,gr,5,55,6,scostl,1010.9,161.65
467,94,3,0,gr,5,55,6,scostl,993.06,516.69
468,94,4,0,gr,5,55,6,scostl,1075.7,457.27
469,94,5,0,gr,5,55,6,scostl,1131.0,265.34
470,95,1,1,gc,7,25,5,ncostl,830.98,182.24
471,95,2,0,gc,7,25,5,ncostl,1033.8,172.94
472,95,3,0,gc,7,25,5,ncostl,948.83,607.08
473,95,4,0,gc,7,25,5,ncostl,1031.8,488.6
