"-------------------------------------------------------------------------------------------"
" Atmospheric CO2 concentrations (ppm) derived from in situ air measurements                "
" at Mauna Loa, Observatory, Hawaii: Latitude 19.5°N Longitude 155.6°W Elevation 3397m      "
"                                                                                           "
" Source: R. F. Keeling, S. J. Walker, S. C. Piper and A. F. Bollenbacher                   "
" Scripps CO2 Program ( http://scrippsco2.ucsd.edu )                                        "
" Scripps Institution of Oceanography (SIO)                                                 "
" University of California                                                                  "
" La Jolla, California USA 92093-0244                                                       "
"                                                                                           "
" Status of data and correspondence:                                                        "
"                                                                                           "
" These data are subject to revision based on recalibration of standard gases. Questions    "
" about the data should be directed to Dr. Ralph Keeling (rkeeling@ucsd.edu), Stephen Walker"
" (sjwalker@ucsd.edu) and Stephen Piper (scpiper@ucsd.edu), Scripps CO2 Program.            "
"                                                                                           "
" Baseline data in this file through 06-Apr-2022 from archive dated 08-Apr-2022 11:43:07    "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" Please cite as:                                                                           "
"                                                                                           "
" C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       "
" H. A. Meijer, Exchanges of atmospheric CO2 and 13CO2 with the terrestrial biosphere and   "
" oceans from 1978 to 2000.  I. Global aspects, SIO Reference Series, No. 01-06, Scripps    "
" Institution of Oceanography, San Diego, 88 pages, 2001.                                   "
"                                                                                           "
" If it is necessary to cite a peer-reviewed article, please cite as:                       "
"                                                                                           "
" C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       "
" H. A. Meijer, Atmospheric CO2 and 13CO2 exchange with the terrestrial biosphere and       "
" oceans from 1978 to 2000: observations and carbon cycle implications, pages 83-113,       "
" in "A History of Atmospheric CO2 and its effects on Plants, Animals, and Ecosystems",     "
" editors, Ehleringer, J.R., T. E. Cerling, M. D. Dearing, Springer Verlag,                 "
" New York, 2005.                                                                           "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" The data file below contains 10 columns.  Columns 1-4 give the dates in several redundant "
" formats. Column 5 below gives monthly Mauna Loa CO2 concentrations in micro-mol CO2 per   "
" mole (ppm), reported on the 2012 SIO manometric mole fraction scale.  This is the        "
" standard version of the data most often sought.  The monthly values have been adjusted    "
" to 24:00 hours on the 15th of each month.  Column 6 gives the same data after a seasonal  "
" adjustment to remove the quasi-regular seasonal cycle.  The adjustment involves           "
" subtracting from the data a 4-harmonic fit with a linear gain factor.  Column 7 is a      "
" smoothed version of the data generated from a stiff cubic spline function plus 4-harmonic "
" functions with linear gain.  Column 8 is the same smoothed version with the seasonal      "
" cycle removed.  Column 9 is identical to Column 5 except that the missing values from     "
" Column 5 have been filled with values from Column 7.  Column 10 is identical to Column 6  "
" except missing values have been filled with values from Column 8.  Missing values are     "
" denoted by -99.99                                                                         "
"                                                                                           "
" CO2 concentrations are measured on the '12' calibration scale                             "
1960, 04,   22021, 1960.2896,   319.03,   316.70,     319.14,   316.79,     319.03,   316.70
1960, 05,   22051, 1960.3716,   320.04,   317.21,     319.69,   316.87,     320.04,   317.21
1960, 06,   22082, 1960.4563,   319.58,   317.47,     319.02,   316.93,     319.58,   317.47
1960, 07,   22112, 1960.5383,   318.18,   317.53,     317.59,   316.98,     318.18,   317.53
1960, 08,   22143, 1960.6230,   315.90,   317.21,     315.67,   317.02,     315.90,   317.21
1960, 09,   22174, 1960.7077,   314.17,   317.09,     314.11,   317.05,     314.17,   317.09
1960, 10,   22204, 1960.7896,   313.83,   316.83,     314.09,   317.08,     313.83,   316.83
1960, 11,   22235, 1960.8743,   315.00,   316.88,     315.25,   317.11,     315.00,   316.88
1960, 12,   22265, 1960.9563,   316.19,   316.96,     316.39,   317.15,     316.19,   316.96
1961, 01,   22296, 1961.0411,   316.89,   316.84,     317.27,   317.20,     316.89,   316.84
1961, 02,   22327, 1961.1260,   317.70,   317.06,     317.92,   317.26,     317.70,   317.06
1961, 03,   22355, 1961.2027,   318.54,   317.26,     318.63,   317.33,     318.54,   317.26
1961, 04,   22386, 1961.2877,   319.48,   317.16,     319.75,   317.41,     319.48,   317.16
1961, 05,   22416, 1961.3699,   320.58,   317.75,     320.34,   317.50,     320.58,   317.75
1961, 06,   22447, 1961.4548,   319.77,   317.63,     319.72,   317.59,     319.77,   317.63
1961, 07,   22477, 1961.5370,   318.56,   317.89,     318.32,   317.68,     318.56,   317.89
1961, 08,   22508, 1961.6219,   316.79,   318.08,     316.44,   317.77,     316.79,   318.08
1961, 09,   22539, 1961.7068,   314.99,   317.90,     314.91,   317.85,     314.99,   317.90
1961, 10,   22569, 1961.7890,   315.31,   318.32,     314.92,   317.92,     315.31,   318.32
1961, 11,   22600, 1961.8740,   316.10,   318.00,     316.12,   317.99,     316.10,   318.00
1961, 12,   22630, 1961.9562,   317.01,   317.78,     317.30,   318.06,     317.01,   317.78
1962, 01,   22661, 1962.0411,   317.94,   317.88,     318.19,   318.13,     317.94,   317.88
1962, 02,   22692, 1962.1260,   318.55,   317.90,     318.85,   318.19,     318.55,   317.90
1962, 03,   22720, 1962.2027,   319.68,   318.40,     319.55,   318.26,     319.68,   318.40
1962, 04,   22751, 1962.2877,   320.57,   318.24,     320.67,   318.32,     320.57,   318.24
1962, 05,   22781, 1962.3699,   321.02,   318.17,     321.23,   318.39,     321.02,   318.17
1962, 06,   22812, 1962.4548,   320.62,   318.47,     320.58,   318.45,     320.62,   318.47
1962, 07,   22842, 1962.5370,   319.61,   318.94,     319.15,   318.51,     319.61,   318.94
1962, 08,   22873, 1962.6219,   317.40,   318.70,     317.23,   318.56,     317.40,   318.70
1962, 09,   22904, 1962.7068,   316.24,   319.17,     315.66,   318.60,     316.24,   319.17
1962, 10,   22934, 1962.7890,   315.42,   318.44,     315.63,   318.64,     315.42,   318.44
1962, 11,   22965, 1962.8740,   316.69,   318.59,     316.80,   318.68,     316.69,   318.59
1962, 12,   22995, 1962.9562,   317.70,   318.48,     317.96,   318.72,     317.70,   318.48
1963, 01,   23026, 1963.0411,   318.74,   318.68,     318.83,   318.76,     318.74,   318.68
1963, 02,   23057, 1963.1260,   319.06,   318.42,     319.47,   318.81,     319.06,   318.42
1963, 03,   23085, 1963.2027,   319.86,   318.57,     320.16,   318.86,     319.86,   318.57
1963, 04,   23116, 1963.2877,   321.38,   319.05,     321.26,   318.91,     321.38,   319.05
1963, 05,   23146, 1963.3699,   322.25,   319.39,     321.82,   318.96,     322.25,   319.39
1963, 06,   23177, 1963.4548,   321.48,   319.32,     321.15,   319.01,     321.48,   319.32
1963, 07,   23207, 1963.5370,   319.74,   319.06,     319.71,   319.06,     319.74,   319.06
1963, 08,   23238, 1963.6219,   317.77,   319.07,     317.77,   319.10,     317.77,   319.07
1963, 09,   23269, 1963.7068,   316.21,   319.15,     316.19,   319.14,     316.21,   319.15
1963, 10,   23299, 1963.7890,   315.99,   319.02,     316.16,   319.19,     315.99,   319.02
1963, 11,   23330, 1963.8740,   317.07,   318.97,     317.35,   319.23,     317.07,   318.97
1963, 12,   23360, 1963.9562,   318.35,   319.13,     318.51,   319.27,     318.35,   319.13
1964, 01,   23391, 1964.0410,   319.57,   319.52,     319.39,   319.32,     319.57,   319.52
1964, 02,   23422, 1964.1257,   -99.99,   -99.99,     320.03,   319.37,     320.03,   319.37
1964, 03,   23451, 1964.2049,   -99.99,   -99.99,     320.74,   319.41,     320.74,   319.41
1964, 04,   23482, 1964.2896,   -99.99,   -99.99,     321.83,   319.45,     321.83,   319.45
1964, 05,   23512, 1964.3716,   322.25,   319.39,     322.35,   319.49,     322.25,   319.39
1964, 06,   23543, 1964.4563,   321.89,   319.75,     321.65,   319.53,     321.89,   319.75
1964, 07,   23573, 1964.5383,   320.44,   319.79,     320.18,   319.56,     320.44,   319.79
1964, 08,   23604, 1964.6230,   318.69,   320.02,     318.22,   319.58,     318.69,   320.02
1964, 09,   23635, 1964.7077,   316.71,   319.66,     316.63,   319.61,     316.71,   319.66
1964, 10,   23665, 1964.7896,   316.87,   319.91,     316.59,   319.62,     316.87,   319.91
1964, 11,   23696, 1964.8743,   317.68,   319.59,     317.75,   319.64,     317.68,   319.59
1964, 12,   23726, 1964.9563,   318.71,   319.49,     318.89,   319.66,     318.71,   319.49
1965, 01,   23757, 1965.0411,   319.44,   319.38,     319.75,   319.68,     319.44,   319.38
1965, 02,   23788, 1965.1260,   320.44,   319.79,     320.39,   319.72,     320.44,   319.79
1965, 03,   23816, 1965.2027,   320.89,   319.59,     321.08,   319.77,     320.89,   319.59
1965, 04,   23847, 1965.2877,   322.14,   319.79,     322.20,   319.83,     322.14,   319.79
1965, 05,   23877, 1965.3699,   322.17,   319.29,     322.78,   319.91,     322.17,   319.29
1965, 06,   23908, 1965.4548,   321.87,   319.70,     322.16,   320.00,     321.87,   319.70
1965, 07,   23938, 1965.5370,   321.21,   320.52,     320.75,   320.10,     321.21,   320.52
1965, 08,   23969, 1965.6219,   318.87,   320.17,     318.87,   320.21,     318.87,   320.17
1965, 09,   24000, 1965.7068,   317.82,   320.77,     317.35,   320.32,     317.82,   320.77
1965, 10,   24030, 1965.7890,   317.30,   320.36,     317.39,   320.43,     317.30,   320.36
1965, 11,   24061, 1965.8740,   318.87,   320.78,     318.65,   320.55,     318.87,   320.78
1965, 12,   24091, 1965.9562,   319.42,   320.20,     319.90,   320.67,     319.42,   320.20
1966, 01,   24122, 1966.0411,   320.63,   320.57,     320.85,   320.78,     320.63,   320.57
1966, 02,   24153, 1966.1260,   321.60,   320.94,     321.57,   320.90,     321.60,   320.94
1966, 03,   24181, 1966.2027,   322.39,   321.08,     322.33,   321.01,     322.39,   321.08
1966, 04,   24212, 1966.2877,   323.70,   321.34,     323.50,   321.12,     323.70,   321.34
1966, 05,   24242, 1966.3699,   324.08,   321.19,     324.11,   321.22,     324.08,   321.19
1966, 06,   24273, 1966.4548,   323.75,   321.57,     323.48,   321.32,     323.75,   321.57
1966, 07,   24303, 1966.5370,   322.38,   321.69,     322.06,   321.41,     322.38,   321.69
1966, 08,   24334, 1966.6219,   320.36,   321.67,     320.14,   321.48,     320.36,   321.67
1966, 09,   24365, 1966.7068,   318.64,   321.61,     318.57,   321.56,     318.64,   321.61
1966, 10,   24395, 1966.7890,   318.10,   321.17,     318.57,   321.62,     318.10,   321.17
1966, 11,   24426, 1966.8740,   319.78,   321.71,     319.78,   321.68,     319.78,   321.71
1966, 12,   24456, 1966.9562,   321.02,   321.81,     320.97,   321.74,     321.02,   321.81
1967, 01,   24487, 1967.0411,   322.33,   322.27,     321.87,   321.80,     322.33,   322.27
1967, 02,   24518, 1967.1260,   322.50,   321.84,     322.53,   321.86,     322.50,   321.84
1967, 03,   24546, 1967.2027,   323.03,   321.73,     323.23,   321.91,     323.03,   321.73
1967, 04,   24577, 1967.2877,   324.41,   322.05,     324.34,   321.96,     324.41,   322.05
1967, 05,   24607, 1967.3699,   325.00,   322.11,     324.91,   322.02,     325.00,   322.11
1967, 06,   24638, 1967.4548,   324.09,   321.90,     324.25,   322.08,     324.09,   321.90
1967, 07,   24668, 1967.5370,   322.54,   321.86,     322.79,   322.14,     322.54,   321.86
1967, 08,   24699, 1967.6219,   320.92,   322.23,     320.85,   322.21,     320.92,   322.23
1967, 09,   24730, 1967.7068,   319.25,   322.23,     319.28,   322.28,     319.25,   322.23
1967, 10,   24760, 1967.7890,   319.39,   322.47,     319.28,   322.35,     319.39,   322.47
1967, 11,   24791, 1967.8740,   320.72,   322.65,     320.51,   322.42,     320.72,   322.65
1967, 12,   24821, 1967.9562,   321.95,   322.75,     321.72,   322.49,     321.95,   322.75
1968, 01,   24852, 1968.0410,   322.57,   322.51,     322.64,   322.57,     322.57,   322.51
1968, 02,   24883, 1968.1257,   323.15,   322.49,     323.32,   322.65,     323.15,   322.49
1968, 03,   24912, 1968.2049,   323.89,   322.55,     324.08,   322.73,     323.89,   322.55
1968, 04,   24943, 1968.2896,   325.02,   322.62,     325.24,   322.83,     325.02,   322.62
1968, 05,   24973, 1968.3716,   325.57,   322.67,     325.83,   322.93,     325.57,   322.67
1968, 06,   25004, 1968.4563,   325.36,   323.18,     325.19,   323.03,     325.36,   323.18
1968, 07,   25034, 1968.5383,   324.14,   323.48,     323.77,   323.14,     324.14,   323.48
1968, 08,   25065, 1968.6230,   322.11,   323.45,     321.87,   323.25,     322.11,   323.45
1968, 09,   25096, 1968.7077,   320.33,   323.33,     320.36,   323.37,     320.33,   323.33
1968, 10,   25126, 1968.7896,   320.25,   323.33,     320.42,   323.49,     320.25,   323.33
1968, 11,   25157, 1968.8743,   321.32,   323.26,     321.71,   323.62,     321.32,   323.26
1968, 12,   25187, 1968.9563,   322.89,   323.68,     322.97,   323.75,     322.89,   323.68
1969, 01,   25218, 1969.0411,   324.00,   323.95,     323.96,   323.89,     324.00,   323.95
1969, 02,   25249, 1969.1260,   324.41,   323.75,     324.70,   324.03,     324.41,   323.75
1969, 03,   25277, 1969.2027,   325.63,   324.32,     325.49,   324.16,     325.63,   324.32
1969, 04,   25308, 1969.2877,   326.66,   324.28,     326.70,   324.31,     326.66,   324.28
1969, 05,   25338, 1969.3699,   327.38,   324.47,     327.35,   324.44,     327.38,   324.47
1969, 06,   25369, 1969.4548,   326.71,   324.51,     326.76,   324.57,     326.71,   324.51
1969, 07,   25399, 1969.5370,   325.88,   325.19,     325.35,   324.69,     325.88,   325.19
1969, 08,   25430, 1969.6219,   323.66,   324.99,     323.44,   324.80,     323.66,   324.99
1969, 09,   25461, 1969.7068,   322.38,   325.38,     321.89,   324.91,     322.38,   325.38
1969, 10,   25491, 1969.7890,   321.78,   324.88,     321.91,   324.99,     321.78,   324.88
1969, 11,   25522, 1969.8740,   322.85,   324.80,     323.16,   325.08,     322.85,   324.80
1969, 12,   25552, 1969.9562,   324.11,   324.91,     324.38,   325.16,     324.11,   324.91
1970, 01,   25583, 1970.0411,   325.06,   325.00,     325.31,   325.24,     325.06,   325.00
1970, 02,   25614, 1970.1260,   325.99,   325.32,     326.00,   325.32,     325.99,   325.32
1970, 03,   25642, 1970.2027,   326.93,   325.61,     326.73,   325.40,     326.93,   325.61
1970, 04,   25673, 1970.2877,   328.13,   325.75,     327.88,   325.48,     328.13,   325.75
1970, 05,   25703, 1970.3699,   328.08,   325.16,     328.48,   325.55,     328.08,   325.16
1970, 06,   25734, 1970.4548,   327.67,   325.46,     327.82,   325.63,     327.67,   325.46
1970, 07,   25764, 1970.5370,   326.34,   325.65,     326.37,   325.70,     326.34,   325.65
1970, 08,   25795, 1970.6219,   324.68,   326.01,     324.41,   325.77,     324.68,   326.01
1970, 09,   25826, 1970.7068,   323.10,   326.11,     322.81,   325.83,     323.10,   326.11
1970, 10,   25856, 1970.7890,   323.07,   326.17,     322.79,   325.89,     323.07,   326.17
1970, 11,   25887, 1970.8740,   324.01,   325.96,     324.00,   325.93,     324.01,   325.96
1970, 12,   25917, 1970.9562,   325.13,   325.93,     325.19,   325.97,     325.13,   325.93
1971, 01,   25948, 1971.0411,   326.17,   326.12,     326.08,   326.01,     326.17,   326.12
1971, 02,   25979, 1971.1260,   326.68,   326.02,     326.72,   326.05,     326.68,   326.02
1971, 03,   26007, 1971.2027,   327.18,   325.85,     327.43,   326.09,     327.18,   325.85
1971, 04,   26038, 1971.2877,   327.79,   325.39,     328.55,   326.14,     327.79,   325.39
1971, 05,   26068, 1971.3699,   328.93,   325.99,     329.13,   326.20,     328.93,   325.99
1971, 06,   26099, 1971.4548,   328.57,   326.35,     328.46,   326.26,     328.57,   326.35
1971, 07,   26129, 1971.5370,   327.36,   326.66,     327.00,   326.33,     327.36,   326.66
1971, 08,   26160, 1971.6219,   325.43,   326.76,     325.04,   326.40,     325.43,   326.76
1971, 09,   26191, 1971.7068,   323.36,   326.38,     323.44,   326.48,     323.36,   326.38
1971, 10,   26221, 1971.7890,   323.56,   326.68,     323.44,   326.55,     323.56,   326.68
1971, 11,   26252, 1971.8740,   324.80,   326.75,     324.69,   326.62,     324.80,   326.75
1971, 12,   26282, 1971.9562,   326.01,   326.81,     325.91,   326.70,     326.01,   326.81
1972, 01,   26313, 1972.0410,   326.77,   326.71,     326.85,   326.78,     326.77,   326.71
1972, 02,   26344, 1972.1257,   327.63,   326.97,     327.56,   326.88,     327.63,   326.97
1972, 03,   26373, 1972.2049,   327.75,   326.40,     328.35,   326.98,     327.75,   326.40
1972, 04,   26404, 1972.2896,   329.72,   327.29,     329.54,   327.10,     329.72,   327.29
1972, 05,   26434, 1972.3716,   330.07,   327.13,     330.17,   327.23,     330.07,   327.13
1972, 06,   26465, 1972.4563,   329.09,   326.88,     329.56,   327.38,     329.09,   326.88
1972, 07,   26495, 1972.5383,   328.04,   327.37,     328.18,   327.54,     328.04,   327.37
1972, 08,   26526, 1972.6230,   326.32,   327.69,     326.32,   327.72,     326.32,   327.69
1972, 09,   26557, 1972.7077,   324.84,   327.88,     324.86,   327.91,     324.84,   327.88
1972, 10,   26587, 1972.7896,   325.20,   328.32,     325.00,   328.11,     325.20,   328.32
1972, 11,   26618, 1972.8743,   326.50,   328.46,     326.37,   328.31,     326.50,   328.46
1972, 12,   26648, 1972.9563,   327.55,   328.36,     327.72,   328.51,     327.55,   328.36
1973, 01,   26679, 1973.0411,   328.55,   328.49,     328.79,   328.72,     328.55,   328.49
1973, 02,   26710, 1973.1260,   329.56,   328.89,     329.61,   328.93,     329.56,   328.89
1973, 03,   26738, 1973.2027,   330.30,   328.97,     330.46,   329.11,     330.30,   328.97
1973, 04,   26769, 1973.2877,   331.50,   329.09,     331.73,   329.30,     331.50,   329.09
1973, 05,   26799, 1973.3699,   332.48,   329.53,     332.43,   329.48,     332.48,   329.53
1973, 06,   26830, 1973.4548,   332.07,   329.84,     331.85,   329.64,     332.07,   329.84
1973, 07,   26860, 1973.5370,   330.87,   330.17,     330.45,   329.77,     330.87,   330.17
1973, 08,   26891, 1973.6219,   329.31,   330.65,     328.51,   329.88,     329.31,   330.65
1973, 09,   26922, 1973.7068,   327.52,   330.56,     326.91,   329.96,     327.52,   330.56
1973, 10,   26952, 1973.7890,   327.19,   330.33,     326.89,   330.02,     327.19,   330.33
1973, 11,   26983, 1973.8740,   328.16,   330.13,     328.10,   330.05,     328.16,   330.13
1973, 12,   27013, 1973.9562,   328.65,   329.45,     329.28,   330.07,     328.65,   329.45
1974, 01,   27044, 1974.0411,   329.36,   329.30,     330.17,   330.10,     329.36,   329.30
1974, 02,   27075, 1974.1260,   330.71,   330.04,     330.81,   330.12,     330.71,   330.04
1974, 03,   27103, 1974.2027,   331.49,   330.15,     331.50,   330.15,     331.49,   330.15
1974, 04,   27134, 1974.2877,   332.65,   330.23,     332.63,   330.19,     332.65,   330.23
1974, 05,   27164, 1974.3699,   333.10,   330.13,     333.19,   330.23,     333.10,   330.13
1974, 06,   27195, 1974.4548,   332.26,   330.02,     332.49,   330.27,     332.26,   330.02
1974, 07,   27225, 1974.5370,   331.18,   330.48,     330.99,   330.32,     331.18,   330.48
1974, 08,   27256, 1974.6219,   329.40,   330.75,     328.99,   330.37,     329.40,   330.75
1974, 09,   27287, 1974.7068,   327.44,   330.49,     327.36,   330.42,     327.44,   330.49
1974, 10,   27317, 1974.7890,   327.38,   330.53,     327.34,   330.47,     327.38,   330.53
1974, 11,   27348, 1974.8740,   328.46,   330.44,     328.58,   330.53,     328.46,   330.44
1974, 12,   27378, 1974.9562,   329.58,   330.39,     329.80,   330.59,     329.58,   330.39
1975, 01,   27409, 1975.0411,   330.41,   330.35,     330.74,   330.66,     330.41,   330.35
1975, 02,   27440, 1975.1260,   331.41,   330.74,     331.43,   330.75,     331.41,   330.74
1975, 03,   27468, 1975.2027,   332.04,   330.70,     332.18,   330.83,     332.04,   330.70
1975, 04,   27499, 1975.2877,   333.32,   330.89,     333.37,   330.92,     333.32,   330.89
1975, 05,   27529, 1975.3699,   333.98,   331.01,     333.99,   331.02,     333.98,   331.01
1975, 06,   27560, 1975.4548,   333.61,   331.37,     333.34,   331.12,     333.61,   331.37
1975, 07,   27590, 1975.5370,   331.91,   331.21,     331.89,   331.21,     331.91,   331.21
1975, 08,   27621, 1975.6219,   330.06,   331.42,     329.92,   331.31,     330.06,   331.42
1975, 09,   27652, 1975.7068,   328.56,   331.62,     328.32,   331.40,     328.56,   331.62
1975, 10,   27682, 1975.7890,   328.35,   331.51,     328.34,   331.48,     328.35,   331.51
1975, 11,   27713, 1975.8740,   329.50,   331.48,     329.61,   331.57,     329.50,   331.48
1975, 12,   27743, 1975.9562,   330.77,   331.58,     330.85,   331.65,     330.77,   331.58
1976, 01,   27774, 1976.0410,   331.76,   331.70,     331.80,   331.73,     331.76,   331.70
1976, 02,   27805, 1976.1257,   332.58,   331.90,     332.49,   331.81,     332.58,   331.90
1976, 03,   27834, 1976.2049,   333.50,   332.13,     333.27,   331.88,     333.50,   332.13
1976, 04,   27865, 1976.2896,   334.59,   332.13,     334.44,   331.96,     334.59,   332.13
1976, 05,   27895, 1976.3716,   334.89,   331.91,     335.02,   332.04,     334.89,   331.91
1976, 06,   27926, 1976.4563,   334.34,   332.11,     334.33,   332.12,     334.34,   332.11
1976, 07,   27956, 1976.5383,   333.06,   332.38,     332.86,   332.21,     333.06,   332.38
1976, 08,   27987, 1976.6230,   330.95,   332.33,     330.88,   332.30,     330.95,   332.33
1976, 09,   28018, 1976.7077,   329.31,   332.39,     329.31,   332.40,     329.31,   332.39
1976, 10,   28048, 1976.7896,   328.95,   332.11,     329.36,   332.51,     328.95,   332.11
1976, 11,   28079, 1976.8743,   330.32,   332.30,     330.68,   332.64,     330.32,   332.30
1976, 12,   28109, 1976.9563,   331.69,   332.51,     331.99,   332.78,     331.69,   332.51
1977, 01,   28140, 1977.0411,   332.94,   332.88,     333.02,   332.94,     332.94,   332.88
1977, 02,   28171, 1977.1260,   333.43,   332.75,     333.81,   333.12,     333.43,   332.75
1977, 03,   28199, 1977.2027,   334.71,   333.36,     334.65,   333.28,     334.71,   333.36
