"x","y","elevation","forest","water"
924942,90276,1232,73,0
924942,91276,1332,57,0
924942,92276,1371,80,0
924942,93276,1431,68,0
924942,94276,1472,62,0
924942,95276,1456,47,0
924942,96276,1376,77,0
924942,97276,1264,48,0
924942,98276,1167,24,0
924942,102276,1219,15,0
924942,103276,1263,90,0
924942,104276,1300,99,0
924942,105276,1330,62,0
924942,106276,1349,1,0
925942,56276,459,0,0
925942,57276,440,2,0
925942,58276,422,2,0
925942,59276,419,10,1
925942,60276,385,15,10
925942,61276,389,0,0
925942,62276,380,0,7
925942,63276,376,0,33
925942,64276,384,0,20
925942,65276,381,4,37
925942,66276,386,12,27
925942,67276,389,8,13
925942,68276,392,11,4
925942,69276,421,6,0
925942,70276,416,19,0
925942,71276,410,28,1
925942,72276,425,30,0
925942,73276,431,49,0
925942,74276,450,53,1
925942,75276,460,55,0
925942,76276,475,72,0
925942,77276,470,22,0
925942,78276,467,1,2
925942,82276,543,0,0
925942,83276,549,7,0
925942,84276,600,70,0
925942,85276,691,91,0
925942,86276,890,100,0
925942,87276,1147,98,0
925942,88276,1207,94,0
925942,89276,1166,67,0
925942,90276,1216,87,0
925942,91276,1326,42,0
925942,92276,1342,66,0
925942,93276,1329,36,0
925942,94276,1371,96,0
925942,95276,1502,95,0
925942,96276,1468,95,0
925942,97276,1347,87,0
925942,98276,1286,55,0
925942,99276,1135,3,0
925942,101276,1184,14,0
925942,102276,1197,83,0
925942,103276,1239,96,0
925942,104276,1239,96,0
925942,105276,1296,100,0
925942,106276,1352,52,0
926942,57276,426,0,0
926942,58276,425,25,0
926942,59276,417,7,1
926942,60276,397,11,4
926942,61276,417,3,2
926942,62276,394,0,1
926942,63276,372,0,78
926942,64276,372,0,100
926942,65276,372,0,100
926942,66276,372,0,100
926942,67276,372,0,100
926942,68276,372,0,87
926942,69276,391,1,19
926942,70276,400,24,0
926942,71276,398,6,0
926942,72276,407,9,0
926942,73276,423,41,2
926942,74276,428,18,0
926942,75276,443,3,0
926942,76276,453,9,0
926942,77276,473,17,0
926942,78276,474,0,1
926942,79276,469,7,0
926942,80276,468,1,0
926942,81276,477,0,0
926942,82276,506,6,0
926942,83276,524,0,1
926942,84276,549,13,0
926942,85276,607,18,0
926942,86276,703,89,0
926942,87276,859,100,0
926942,88276,1041,92,0
926942,89276,1086,58,0
926942,90276,1126,53,0
926942,91276,1287,50,0
926942,92276,1286,87,0
926942,93276,1300,87,0
926942,94276,1299,67,0
926942,95276,1355,88,0
926942,96276,1463,59,0
926942,97276,1481,89,0
926942,98276,1374,93,0
926942,99276,1304,24,0
926942,100276,1194,44,0
926942,101276,1050,46,1
926942,102276,1179,83,0
926942,103276,1222,88,0
926942,104276,1215,88,0
926942,105276,1269,100,0
926942,106276,1325,99,0
926942,107276,1345,28,0
927942,57276,424,0,0
927942,58276,427,6,0
927942,59276,417,21,6
927942,60276,412,11,5
927942,61276,421,0,0
927942,62276,421,3,0
927942,63276,400,10,15
927942,64276,372,0,81
927942,65276,372,0,100
927942,66276,372,0,100
927942,67276,372,0,100
927942,68276,372,0,100
927942,69276,372,0,97
927942,70276,372,2,74
927942,71276,372,0,85
927942,72276,372,1,67
927942,73276,387,5,17
927942,74276,412,6,0
927942,75276,426,2,0
927942,76276,432,0,0
927942,77276,444,0,0
927942,78276,463,13,0
927942,79276,468,39,0
927942,80276,472,32,0
927942,81276,466,1,0
927942,82276,490,1,0
927942,83276,513,1,0
927942,84276,533,2,0
927942,85276,554,5,0
927942,86276,609,68,0
927942,87276,712,98,0
927942,88276,823,94,0
927942,89276,978,94,0
927942,90276,1074,23,0
927942,91276,1134,58,0
927942,92276,1193,62,0
927942,93276,1252,78,0
927942,94276,1286,59,0
927942,95276,1279,64,0
927942,96276,1360,78,0
927942,97276,1460,54,0
927942,98276,1458,95,0
927942,99276,1355,91,0
927942,100276,1284,35,0
927942,101276,1119,74,0
927942,102276,1046,30,0
927942,103276,1174,84,0
927942,104276,1192,89,0
927942,105276,1223,100,0
927942,106276,1244,100,0
927942,107276,1336,94,0
927942,108276,1352,4,0
928942,58276,423,0,0
928942,59276,406,0,2
928942,60276,402,0,2
928942,61276,413,2,0
928942,62276,424,0,0
928942,63276,439,3,0
928942,64276,471,4,1
928942,65276,384,1,42
928942,66276,372,0,93
928942,67276,372,0,95
928942,68276,372,0,100
928942,69276,372,0,100
928942,70276,372,0,100
928942,71276,350,0,100
928942,72276,372,0,100
928942,73276,372,0,95
928942,74276,377,0,47
928942,75276,401,4,0
928942,76276,413,0,0
928942,77276,421,1,0
928942,78276,437,11,0
928942,79276,450,19,0
928942,80276,459,43,0
928942,81276,460,17,0
928942,82276,468,2,0
928942,83276,501,0,0
928942,84276,513,2,0
928942,85276,529,1,0
928942,86276,565,37,0
928942,87276,650,89,0
928942,88276,680,96,0
928942,89276,870,92,0
928942,90276,1032,36,0
928942,91276,1058,65,0
928942,92276,1115,79,0
928942,93276,1164,77,0
928942,94276,1253,49,0
928942,95276,1250,34,0
928942,96276,1294,74,0
928942,97276,1362,81,0
928942,98276,1463,73,0
928942,99276,1446,92,0
928942,100276,1316,53,0
928942,101276,1250,21,0
928942,102276,1073,44,0
928942,103276,1050,27,0
928942,104276,1145,61,0
928942,105276,1141,73,0
928942,106276,1208,97,0
928942,107276,1281,100,0
928942,108276,1345,63,0
928942,109276,1354,5,0
929942,60276,405,0,0
929942,61276,420,0,0
929942,62276,423,0,0
929942,63276,429,3,0
929942,64276,462,3,0
929942,65276,476,4,0
929942,66276,428,0,0
929942,67276,403,6,2
929942,68276,387,4,10
929942,69276,372,3,70
929942,70276,372,0,100
929942,71276,372,0,100
929942,72276,372,0,100
929942,73276,372,0,100
929942,74276,372,0,100
929942,75276,372,1,68
929942,76276,384,1,24
929942,77276,390,0,4
929942,78276,398,8,0
929942,79276,432,3,0
929942,80276,445,4,0
929942,81276,450,1,0
929942,82276,448,3,0
929942,83276,478,0,0
929942,84276,494,1,0
929942,85276,503,1,0
929942,86276,540,6,0
929942,87276,569,42,0
929942,88276,618,28,0
929942,89276,783,99,0
929942,90276,913,89,0
929942,91276,1021,73,0
929942,92276,1011,85,0
929942,93276,1131,64,0
929942,94276,1212,65,0
929942,95276,1318,82,0
929942,96276,1297,58,0
929942,97276,1299,40,0
929942,98276,1328,59,0
929942,99276,1429,85,0
929942,100276,1388,93,0
929942,101276,1278,53,0
929942,102276,1220,30,0
929942,103276,1069,14,1
929942,104276,1055,33,1
929942,105276,1094,31,0
929942,106276,1147,71,0
929942,107276,1218,100,0
929942,108276,1300,99,0
929942,109276,1341,66,0
929942,110276,1366,1,0
930942,61276,422,1,0
930942,62276,427,3,0
930942,63276,428,5,0
930942,64276,434,0,0
930942,65276,458,6,0
930942,66276,447,1,0
930942,67276,432,2,0
930942,68276,413,0,0
930942,69276,386,1,21
930942,70276,372,0,90
930942,71276,372,0,100
930942,72276,372,0,100
930942,73276,372,0,100
930942,74276,372,0,100
930942,75276,372,0,100
930942,76276,372,0,100
930942,77276,372,0,90
930942,78276,372,1,69
930942,79276,383,6,23
930942,80276,423,5,0
930942,81276,431,14,0
930942,82276,430,10,0
930942,83276,451,0,0
930942,84276,473,1,0
930942,85276,481,0,0
930942,86276,506,5,0
930942,87276,533,6,0
930942,88276,570,1,0
930942,89276,663,60,0
930942,90276,792,20,0
930942,91276,874,45,0
930942,92276,923,91,0
930942,93276,983,62,0
930942,94276,1146,90,0
930942,95276,1343,80,0
930942,96276,1366,66,0
930942,97276,1377,55,0
930942,98276,1334,50,0
930942,99276,1331,44,0
930942,100276,1360,81,0
930942,101276,1336,86,0
930942,102276,1288,54,0
930942,103276,1209,35,0
930942,104276,1043,6,1
930942,105276,1042,18,0
930942,106276,1088,30,0
930942,107276,1155,86,0
930942,108276,1224,99,0
930942,109276,1286,99,0
930942,110276,1355,67,0
931942,62276,429,0,0
931942,63276,429,0,0
931942,64276,428,3,1
931942,65276,452,3,0
931942,66276,433,1,1
931942,67276,436,0,0
931942,68276,435,0,0
931942,69276,429,6,0
931942,70276,416,2,6
931942,71276,374,0,61
931942,72276,372,0,100
931942,73276,372,0,100
931942,74276,372,0,61
931942,75276,372,0,55
931942,76276,372,0,96
931942,77276,372,0,100
931942,78276,372,0,100
931942,79276,372,0,100
931942,80276,375,1,51
931942,81276,398,20,0
931942,82276,415,11,0
931942,83276,429,0,0
931942,84276,452,3,0
931942,85276,462,0,0
931942,86276,464,9,0
931942,87276,494,10,0
931942,88276,540,15,0
931942,89276,634,6,0
931942,90276,694,7,0
931942,91276,746,49,0
931942,92276,837,41,0
931942,93276,916,80,0
931942,94276,1036,87,0
931942,95276,1184,85,0
931942,96276,1326,87,0
931942,97276,1400,79,0
931942,98276,1430,60,0
931942,99276,1320,19,0
931942,100276,1320,43,0
931942,101276,1322,51,0
931942,102276,1333,92,0
931942,103276,1279,49,0
931942,104276,1130,46,1
931942,105276,1020,5,1
931942,106276,1028,3,0
931942,107276,1090,31,1
931942,108276,1152,66,0
931942,109276,1196,100,0
931942,110276,1269,100,0
931942,111276,1344,51,0
932942,62276,437,0,0
932942,63276,433,0,0
932942,64276,430,3,0
932942,65276,429,5,1
932942,66276,431,1,0
932942,67276,437,0,0
932942,68276,438,1,1
932942,69276,434,2,0
932942,70276,426,2,1
932942,71276,420,6,0
932942,72276,382,1,50
932942,73276,372,0,83
932942,74276,372,0,9
932942,76276,372,0,7
932942,77276,372,0,50
932942,78276,372,0,94
932942,79276,372,0,100
932942,80276,372,0,100
932942,81276,372,4,66
932942,82276,398,1,6
932942,83276,415,1,0
932942,84276,431,11,0
932942,85276,452,4,0
932942,86276,445,13,0
932942,87276,483,21,0
932942,88276,524,67,0
932942,89276,577,55,0
932942,90276,661,38,0
932942,91276,722,16,0
932942,92276,781,3,0
932942,93276,833,14,0
932942,94276,907,75,0
932942,95276,1048,83,0
932942,96276,1152,94,0
932942,97276,1323,77,0
932942,98276,1349,90,0
932942,99276,1368,83,0
932942,100276,1344,33,0
932942,101276,1318,47,0
932942,102276,1355,96,0
932942,103276,1338,52,0
932942,104276,1356,62,0
932942,105276,1189,60,0
932942,106276,1016,5,1
932942,107276,1020,10,3
932942,108276,1066,16,0
932942,109276,1136,87,0
932942,110276,1210,100,0
932942,111276,1297,99,0
932942,112276,1379,41,0
933942,62276,445,0,0
933942,63276,454,0,1
933942,64276,448,2,0
933942,65276,451,0,0
933942,66276,457,1,0
933942,67276,450,4,0
933942,68276,444,0,0
933942,69276,430,0,0
933942,71276,418,2,0
933942,72276,411,9,0
933942,73276,388,2,0
933942,78276,372,0,6
933942,79276,372,0,50
933942,80276,372,0,97
933942,81276,372,0,100
933942,82276,372,1,82
933942,83276,399,0,16
933942,84276,420,1,0
933942,85276,422,0,0
933942,86276,432,12,0
933942,87276,460,5,0
933942,88276,501,11,0
933942,89276,597,12,0
933942,90276,645,59,0
933942,91276,687,35,0
933942,92276,727,7,0
933942,93276,772,8,0
933942,94276,837,11,0
933942,95276,932,73,0
933942,96276,1028,90,0
933942,97276,1177,95,0
933942,98276,1248,100,0
933942,99276,1288,85,0
933942,100276,1395,75,0
933942,101276,1367,38,0
933942,102276,1346,32,0
933942,103276,1330,21,0
933942,104276,1373,61,0
933942,105276,1325,65,0
933942,106276,1127,23,0
933942,107276,1008,11,4
933942,108276,1006,13,45
933942,109276,1071,36,3
933942,110276,1119,63,0
933942,111276,1174,80,0
933942,112276,1281,68,0
933942,113276,1374,44,0
934942,63276,481,4,0
934942,64276,476,9,0
934942,65276,473,0,0
934942,66276,465,0,0
934942,67276,461,1,0
934942,68276,454,0,0
934942,80276,372,0,40
934942,81276,372,0,100
934942,82276,372,0,100
934942,83276,372,3,63
934942,84276,404,9,0
934942,85276,411,23,0
934942,86276,421,5,0
934942,87276,435,0,0
934942,88276,464,1,1
934942,89276,571,17,0
934942,90276,686,2,0
934942,91276,725,7,0
934942,92276,756,0,0
934942,93276,808,19,0
934942,94276,870,0,0
934942,95276,950,6,0
934942,96276,936,8,0
934942,97276,1009,64,0
934942,98276,1128,98,0
934942,99276,1150,95,0
934942,100276,1365,35,0
934942,101276,1432,94,0
934942,102276,1369,40,0
934942,103276,1350,22,0
934942,104276,1340,34,0
934942,105276,1341,82,0
934942,106276,1269,46,0
934942,107276,1106,16,0
934942,108276,1005,0,44
934942,109276,1004,13,72
934942,110276,1071,31,2
934942,111276,1150,29,0
934942,112276,1146,60,0
934942,113276,1284,73,0
934942,114276,1286,31,0
935942,63276,491,0,0
935942,64276,494,54,0
935942,65276,486,33,0
935942,66276,481,7,0
935942,67276,472,22,0
935942,68276,467,7,0
935942,81276,372,0,67
935942,82276,372,0,100
935942,83276,372,9,65
935942,84276,390,40,0
935942,85276,402,39,0
935942,86276,407,0,0
935942,87276,421,9,1
935942,88276,426,7,0
935942,89276,467,9,1
935942,90276,678,29,0
935942,91276,762,32,0
935942,92276,806,43,0
935942,93276,809,80,0
935942,94276,843,31,0
935942,95276,842,16,0
935942,96276,861,36,0
935942,97276,1000,82,0
935942,98276,1067,87,0
935942,99276,1103,86,0
935942,100276,1241,94,0
935942,101276,1446,83,0
935942,102276,1491,59,0
935942,103276,1461,16,0
935942,104276,1395,56,0
935942,105276,1327,54,0
935942,106276,1306,63,0
935942,107276,1272,34,0
935942,108276,1086,17,2
935942,109276,1004,0,76
935942,110276,1004,16,67
935942,111276,1076,14,0
935942,112276,1098,11,0
935942,113276,1157,44,0
935942,114276,1239,90,0
935942,115276,1197,37,0
935942,116276,1186,1,0
936942,64276,505,1,0
936942,65276,501,79,0
936942,66276,492,87,1
936942,67276,482,82,0
936942,68276,472,58,0
936942,69276,465,11,0
936942,81276,372,0,6
936942,82276,372,0,87
936942,83276,372,0,100
936942,84276,372,8,88
936942,85276,372,7,60
936942,86276,386,2,22
936942,87276,403,36,1
936942,88276,413,3,0
936942,89276,432,0,0
936942,90276,517,31,0
936942,91276,686,87,0
936942,92276,782,88,0
936942,93276,862,86,0
936942,94276,792,69,0
936942,95276,792,66,0
936942,96276,786,47,0
936942,97276,948,85,0
936942,98276,1035,84,0
936942,99276,1010,100,0
936942,100276,1220,99,0
936942,101276,1339,79,0
936942,102276,1439,86,0
936942,103276,1516,69,0
936942,104276,1550,40,0
936942,105276,1421,67,0
936942,106276,1350,56,0
936942,107276,1346,47,0
936942,108276,1265,44,0
936942,109276,1051,29,17
936942,110276,1004,0,95
936942,111276,1031,19,46
936942,112276,1076,17,0
936942,113276,1108,35,0
936942,114276,1169,56,0
936942,115276,1198,85,0
936942,116276,1180,55,0
937942,65276,508,12,0
937942,66276,507,30,0
937942,67276,500,40,0
937942,68276,492,29,0
937942,82276,372,0,21
937942,83276,372,0,98
937942,84276,372,0,100
937942,85276,372,0,100
937942,86276,372,0,100
937942,87276,382,7,38
937942,88276,419,3,0
937942,89276,431,5,0
937942,90276,466,0,0
937942,91276,553,26,0
937942,92276,715,78,0
937942,93276,823,35,0
937942,94276,787,34,0
937942,95276,759,28,0
937942,96276,755,26,0
937942,97276,803,19,0
937942,98276,870,67,0
937942,99276,886,100,0
937942,100276,1088,96,0
937942,101276,1301,100,0
937942,102276,1380,60,0
937942,103276,1475,61,0
937942,104276,1547,67,0
937942,105276,1546,19,0
937942,106276,1435,52,0
937942,107276,1367,65,0
937942,108276,1348,63,0
937942,109276,1270,89,0
937942,110276,1032,32,32
937942,111276,1004,1,98
937942,112276,1037,25,22
937942,113276,1068,33,0
937942,114276,1126,56,0
937942,115276,1181,60,0
937942,116276,1176,92,0
937942,117276,1117,9,0
938942,83276,372,0,45
938942,84276,372,0,100
938942,85276,372,0,100
938942,86276,372,0,100
938942,87276,372,0,96
938942,88276,380,0,37
938942,89276,421,14,1
938942,90276,442,4,0
938942,91276,490,0,0
938942,92276,637,53,0
938942,93276,784,15,0
938942,94276,739,2,0
938942,95276,723,1,0
938942,96276,713,7,2
938942,97276,738,13,0
938942,98276,761,68,0
938942,99276,799,65,0
938942,100276,861,85,0
938942,101276,1070,99,0
938942,102276,1337,100,0
938942,103276,1450,75,0
938942,104276,1471,68,0
938942,105276,1585,32,0
938942,106276,1559,21,0
938942,107276,1437,61,0
938942,108276,1415,58,0
938942,109276,1374,53,0
938942,110276,1282,62,0
938942,111276,1010,24,48
938942,112276,1004,9,80
938942,113276,1048,13,3
938942,114276,1081,34,0
938942,115276,1166,61,0
938942,116276,1185,64,0
938942,117276,1116,60,0
939942,83276,372,0,0
939942,84276,372,0,72
939942,85276,372,0,100
939942,86276,372,0,100
939942,87276,372,0,100
939942,88276,372,0,100
939942,89276,373,4,54
939942,90276,408,4,0
939942,91276,437,0,0
939942,92276,562,11,0
939942,93276,753,10,0
939942,94276,707,0,0
939942,95276,694,4,0
939942,96276,692,30,0
939942,97276,698,14,0
939942,98276,696,35,0
939942,99276,717,4,0
939942,100276,756,13,0
939942,101276,820,72,0
939942,102276,1108,100,0
939942,103276,1359,100,0
939942,104276,1395,40,0
939942,105276,1468,84,0
939942,106276,1574,49,0
939942,107276,1488,50,0
939942,108276,1417,41,0
939942,109276,1403,43,0
939942,110276,1319,24,0
939942,111276,1162,62,1
939942,112276,1006,8,53
939942,113276,1010,7,56
939942,114276,1008,1,50
939942,115276,1113,53,9
939942,116276,1184,71,0
939942,117276,1104,74,0
939942,118276,1114,23,0
940942,84276,372,0,16
940942,85276,372,0,100
940942,86276,372,0,100
940942,87276,350,0,100
940942,88276,372,0,100
940942,89276,372,0,99
940942,90276,373,1,53
940942,91276,403,1,0
940942,92276,496,4,0
940942,93276,707,24,0
940942,94276,687,15,0
940942,95276,685,49,1
940942,96276,680,47,0
940942,97276,669,39,0
940942,98276,686,0,0
940942,99276,691,3,0
940942,100276,717,2,0
940942,101276,741,2,0
940942,102276,822,67,0
940942,103276,1150,98,0
940942,104276,1311,90,0
940942,105276,1328,86,0
940942,106276,1426,92,0
940942,107276,1488,78,0
940942,108276,1413,66,0
940942,109276,1392,43,0
940942,110276,1341,54,0
940942,111276,1250,57,0
940942,112276,1178,72,0
940942,113276,1072,19,9
940942,114276,1088,49,5
940942,115276,1069,69,9
940942,116276,1124,87,0
940942,117276,1021,92,0
940942,118276,1115,58,0
941942,85276,372,0,96
941942,86276,372,0,100
941942,87276,372,0,100
941942,88276,372,0,100
941942,89276,372,0,100
941942,90276,372,0,100
941942,91276,386,0,20
941942,92276,451,2,0
941942,93276,653,25,0
941942,94276,670,22,0
941942,95276,642,47,0
941942,96276,670,62,0
941942,97276,649,54,0
941942,98276,675,7,0
941942,99276,683,1,0
941942,100276,701,0,0
941942,101276,703,12,0
941942,102276,722,3,0
941942,103276,811,70,0
941942,104276,1052,100,0
941942,105276,1218,93,0
941942,106276,1186,97,0
941942,107276,1254,100,0
941942,108276,1316,86,0
941942,109276,1299,24,0
941942,110276,1320,54,0
941942,111276,1352,82,0
941942,112276,1225,67,0
941942,113276,1127,58,0
941942,114276,1197,73,0
941942,115276,1319,63,0
941942,116276,1029,86,0
941942,117276,922,90,1
941942,118276,1079,86,1
941942,119276,1296,9,0
942942,85276,372,0,79
942942,86276,372,0,100
942942,87276,372,0,100
942942,88276,372,0,100
942942,89276,372,0,100
942942,90276,372,0,100
942942,91276,381,0,37
942942,92276,421,3,0
942942,93276,548,7,0
942942,94276,628,18,0
942942,95276,615,1,0
942942,96276,634,48,0
942942,97276,634,76,2
942942,98276,673,63,0
942942,99276,701,28,0
942942,100276,704,60,0
942942,101276,692,2,0
942942,102276,692,0,1
942942,103276,717,0,0
942942,104276,770,52,0
942942,105276,888,96,0
942942,106276,878,100,0
942942,107276,1008,100,0
942942,108276,1202,92,0
942942,109276,1216,83,0
942942,110276,1172,92,0
942942,111276,1186,66,0
942942,112276,1140,55,0
942942,113276,1090,11,0
942942,114276,1108,57,0
942942,115276,1202,47,0
942942,116276,1256,80,0
942942,117276,862,81,0
942942,118276,777,34,2
942942,119276,1238,55,0
942942,120276,1329,2,0
943942,85276,372,0,61
943942,86276,372,0,100
943942,87276,372,0,100
943942,88276,372,0,100
943942,89276,372,0,100
943942,90276,372,0,100
943942,91276,373,9,57
943942,92276,423,7,0
943942,93276,456,0,0
943942,94276,562,4,0
943942,95276,555,23,0
943942,96276,561,47,0
943942,97276,660,28,0
943942,98276,679,90,0
943942,99276,695,100,0
943942,100276,711,60,0
943942,101276,703,0,0
943942,102276,690,0,0
943942,103276,690,2,0
943942,104276,695,2,0
943942,105276,706,11,0
943942,106276,746,19,0
943942,107276,812,58,0
943942,108276,909,96,0
943942,109276,1030,90,0
943942,110276,1052,84,0
943942,111276,1090,91,0
943942,112276,1181,41,0
943942,113276,1099,27,0
943942,114276,1069,55,0
943942,115276,1087,10,0
943942,116276,1157,11,0
943942,117276,1081,87,0
943942,118276,774,30,4
943942,119276,941,72,0
943942,120276,1024,57,0
943942,121276,919,4,0
944942,85276,372,0,43
944942,86276,372,0,100
944942,87276,372,0,100
944942,88276,372,0,100
944942,89276,372,0,100
944942,90276,372,1,98
944942,91276,375,21,21
944942,92276,423,0,0
944942,93276,442,0,0
944942,94276,497,2,0
944942,95276,512,26,1
944942,96276,602,9,0
944942,97276,630,6,0
944942,98276,647,39,0
944942,99276,684,93,0
944942,100276,686,51,1
944942,101276,683,10,0
944942,102276,682,27,0
944942,103276,674,68,0
944942,104276,679,24,0
944942,105276,683,1,0
944942,106276,686,0,1
944942,107276,713,0,0
944942,108276,761,42,0
944942,109276,859,100,0
944942,110276,930,72,0
944942,111276,1025,68,0
944942,112276,1166,51,0
944942,113276,1212,45,0
944942,114276,1110,30,0
944942,115276,1024,38,1
944942,116276,994,5,1
944942,117276,1113,73,0
944942,118276,823,45,0
944942,119276,774,15,5
944942,120276,855,21,0
944942,121276,846,3,0
944942,122276,1106,5,0
945942,85276,372,0,25
945942,86276,372,0,100
945942,87276,372,0,100
945942,88276,372,0,100
945942,89276,372,0,100
945942,90276,372,0,93
945942,91276,384,28,5
945942,92276,407,18,2
945942,93276,429,11,1
945942,94276,461,15,1
945942,95276,518,5,0
945942,96276,549,1,0
945942,97276,579,3,0
945942,98276,635,21,0
